Publication Effective Date: 07/20/2017 09:12:17 AM

Ratesheet Name,Product,Rate,15 Days Lock,30 Days Lock,45 Days Lock,60 Days Lock,75 Days Lock,90 Days Lock
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.700,-0.640,-0.562,-0.484,-0.401,,-0.026
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.750,-0.913,-0.835,-0.757,-0.673,,-0.298
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.800,-1.186,-1.108,-1.030,-0.947,,-0.572
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.875,-1.557,-1.479,-1.401,-1.318,,-0.943
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.950,-1.940,-1.862,-1.784,-1.700,,-1.325
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.990,-2.108,-2.030,-1.951,-1.868,,-1.493
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.000,-2.163,-2.069,-1.976,-1.876,,-1.501
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.050,-2.419,-2.325,-2.231,-2.131,,-1.756
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.125,-2.825,-2.731,-2.637,-2.537,,-2.162
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.200,-3.179,-3.085,-2.992,-2.892,,-2.517
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.250,-3.400,-3.306,-3.213,-3.113,,-2.738
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.300,-3.624,-3.530,-3.436,-3.336,,-2.961
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.375,-3.975,-3.881,-3.787,-3.687,,-3.312
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.450,-4.300,-4.206,-4.112,-4.012,,-3.637
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.500,-4.394,-4.300,-4.206,-4.106,,-3.731
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.550,-4.592,-4.498,-4.405,-4.305,,-3.930
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.625,-4.944,-4.850,-4.756,-4.656,,-4.281
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.700,-5.260,-5.166,-5.072,-4.972,,-4.597
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.750,-5.457,-5.363,-5.270,-5.170,,-4.795
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.800,-5.656,-5.563,-5.469,-5.369,,-4.994
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.875,-5.968,-5.874,-5.781,-5.681,,-5.306
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.950,-6.260,-6.166,-6.073,-5.973,,-5.598
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.990,-6.371,-6.277,-6.184,-6.084,,-5.709
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.000,-6.351,-6.257,-6.163,-6.063,,-5.688
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.050,-6.395,-6.332,-6.270,-6.203,,-5.828
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.125,-6.743,-6.681,-6.618,-6.552,,-6.177
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.200,-7.093,-7.031,-6.968,-6.902,,-6.527
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.250,-7.261,-7.198,-7.136,-7.069,,-6.694
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.300,-7.432,-7.369,-7.307,-7.240,,-6.865
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.375,-7.651,-7.589,-7.526,-7.460,,-7.085
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.500,-7.977,-7.885,-7.823,-7.767,,-7.392
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),2.750,-0.015,0.063,0.141,0.225,,0.600
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),2.875,-0.400,-0.322,-0.244,-0.161,,0.214
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),2.990,-0.712,-0.633,-0.555,-0.472,,-0.097
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.000,-0.745,-0.667,-0.589,-0.505,,-0.130
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.125,-1.082,-1.020,-0.942,-0.858,,-0.483
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.250,-1.906,-1.844,-1.781,-1.715,,-1.340
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.375,-2.225,-2.163,-2.100,-2.034,,-1.659
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.500,-2.543,-2.493,-2.431,-2.364,,-1.989
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.625,-2.926,-2.876,-2.813,-2.747,,-2.372
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.750,-3.369,-3.319,-3.257,-3.190,,-2.815
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.875,-3.737,-3.687,-3.625,-3.558,,-3.183
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.990,-4.052,-4.002,-3.940,-3.873,,-3.498
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.000,-3.984,-3.934,-3.871,-3.805,,-3.430
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.125,-4.282,-4.232,-4.170,-4.103,,-3.728
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.250,-4.681,-4.631,-4.568,-4.502,,-4.127
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.375,-5.018,-4.968,-4.905,-4.839,,-4.464
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.500,-5.322,-5.272,-5.210,-5.143,,-4.768
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.250,0.510,0.588,0.671,0.749,,1.124
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.375,-0.248,-0.170,-0.086,-0.008,,0.367
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.500,-0.988,-0.910,-0.826,-0.748,,-0.373
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.625,-1.744,-1.572,-1.494,-1.410,,-1.035
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.750,-2.389,-2.217,-2.139,-2.056,,-1.681
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.875,-2.960,-2.788,-2.710,-2.627,,-2.252
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.990,-3.374,-3.202,-3.124,-3.041,,-2.666
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.000,-3.408,-3.236,-3.158,-3.074,,-2.699
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.125,-3.526,-3.432,-3.339,-3.239,,-2.864
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.250,-4.120,-4.027,-3.933,-3.833,,-3.458
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.375,-4.679,-4.585,-4.492,-4.392,,-4.017
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.500,-5.132,-5.039,-4.939,-4.845,,-4.470
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.625,-5.709,-5.616,-5.522,-5.422,,-5.047
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.750,-6.253,-6.159,-6.065,-5.965,,-5.590
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.875,-6.746,-6.653,-6.559,-6.459,,-6.084
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.990,-7.083,-6.989,-6.895,-6.795,,-6.420
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),5.000,-7.067,-6.974,-6.880,-6.780,,-6.405
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),5.125,-6.922,-6.860,-6.793,-6.731,,-6.356
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),5.250,-7.339,-7.277,-7.210,-7.148,,-6.773
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),2.875,2.244,2.401,2.557,2.713,,3.088
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.000,1.777,1.933,2.089,2.246,,2.621
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.125,1.310,1.466,1.622,1.778,,2.153
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.250,0.882,1.038,1.194,1.351,,1.726
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.375,0.461,0.617,0.774,0.930,,1.305
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.500,0.020,0.176,0.332,0.488,,0.863
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.625,-0.412,-0.256,-0.100,0.057,,0.432
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.750,-0.844,-0.688,-0.531,-0.375,,0.000
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.875,-1.279,-1.122,-0.966,-0.810,,-0.435
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.990,-1.674,-1.518,-1.361,-1.205,,-0.830
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.125,-2.043,-1.887,-1.731,-1.574,,-1.199
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.250,-2.413,-2.257,-2.101,-1.944,,-1.569
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.375,-2.791,-2.635,-2.479,-2.322,,-1.947
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.500,-3.175,-3.019,-2.862,-2.706,,-2.331
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.625,-3.561,-3.404,-3.248,-3.092,,-2.717
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.750,-3.783,-3.627,-3.471,-3.315,,-2.940
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),2.750,1.104,1.260,1.416,1.573,,1.948
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),2.875,0.690,0.846,1.002,1.158,,1.533
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),2.990,0.274,0.430,0.586,0.742,,1.117
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.125,-0.139,0.017,0.173,0.330,,0.705
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.250,-0.533,-0.377,-0.221,-0.065,,0.310
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.375,-0.928,-0.772,-0.616,-0.460,,-0.085
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.500,-1.344,-1.188,-1.031,-0.875,,-0.500
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.625,-1.760,-1.603,-1.447,-1.291,,-0.916
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.750,-2.043,-1.887,-1.731,-1.574,,-1.199
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.875,-2.327,-2.171,-2.015,-1.858,,-1.483
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.990,-2.649,-2.493,-2.337,-2.180,,-1.805
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.125,-2.953,-2.796,-2.640,-2.484,,-2.109
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.250,-3.100,-2.943,-2.787,-2.631,,-2.256
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.375,-3.244,-3.088,-2.932,-2.775,,-2.400
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.500,-3.466,-3.309,-3.153,-2.997,,-2.622
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.500,1.168,1.324,1.480,1.637,,2.012
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.625,0.831,0.987,1.144,1.300,,1.675
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.750,0.430,0.586,0.742,0.899,,1.274
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.875,0.033,0.189,0.345,0.501,,0.876
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.990,-0.287,-0.130,0.026,0.182,,0.557
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.125,-0.604,-0.448,-0.292,-0.136,,0.239
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.250,-0.955,-0.798,-0.642,-0.486,,-0.111
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.375,-1.307,-1.151,-0.994,-0.838,,-0.463
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.500,-1.645,-1.489,-1.333,-1.176,,-0.801
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.625,-1.973,-1.817,-1.661,-1.505,,-1.130
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.750,-2.153,-1.997,-1.841,-1.685,,-1.310
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.875,-2.336,-2.180,-2.024,-1.868,,-1.493
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),4.000,-2.553,-2.397,-2.240,-2.084,,-1.709
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),4.125,-2.757,-2.601,-2.445,-2.289,,-1.914
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.375,3.165,3.321,3.478,3.634,,4.009
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.500,2.927,3.084,3.240,3.396,,3.771
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.625,2.690,2.846,3.002,3.159,,3.534
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.750,2.365,2.522,2.678,2.834,,3.209
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.875,2.045,2.201,2.358,2.514,,2.889
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.990,1.826,1.983,2.139,2.295,,2.670
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.125,1.607,1.763,1.920,2.076,,2.451
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.250,1.394,1.550,1.706,1.862,,2.237
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.375,1.179,1.336,1.492,1.648,,2.023
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.500,0.909,1.065,1.221,1.378,,1.753
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.625,0.639,0.795,0.952,1.108,,1.483
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.750,0.428,0.584,0.740,0.897,,1.272
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.875,0.217,0.373,0.530,0.686,,1.061
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),4.000,0.180,0.337,0.493,0.649,,1.024
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),2.750,-0.612,-0.549,-0.471,-0.388,,-0.013
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),2.875,-1.014,-0.952,-0.873,-0.790,,-0.415
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),2.990,-1.383,-1.321,-1.243,-1.159,,-0.784
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.000,-1.415,-1.353,-1.275,-1.191,,-0.816
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.125,-1.816,-1.753,-1.675,-1.592,,-1.217
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.250,-2.317,-2.267,-2.204,-2.138,,-1.763
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.375,-2.706,-2.656,-2.593,-2.526,,-2.151
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.500,-3.085,-3.035,-2.973,-2.906,,-2.531
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.625,-3.455,-3.405,-3.342,-3.275,,-2.900
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.750,-3.567,-3.542,-3.511,-3.478,,-3.103
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.875,-3.940,-3.915,-3.884,-3.851,,-3.476
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.990,-4.259,-4.234,-4.203,-4.169,,-3.794
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.000,-4.286,-4.261,-4.230,-4.197,,-3.822
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.125,-4.602,-4.577,-4.546,-4.513,,-4.138
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.250,-2.539,-2.502,-2.455,-2.405,,-2.030
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.375,-2.845,-2.807,-2.760,-2.710,,-2.335
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.500,-3.134,-3.096,-3.049,-2.999,,-2.624
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.250,-0.924,-0.882,-0.804,-0.705,,-0.330
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.375,-1.364,-1.323,-1.245,-1.146,,-0.771
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.500,-1.793,-1.752,-1.674,-1.575,,-1.200
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.625,-2.259,-2.217,-2.139,-2.040,,-1.665
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.750,-3.265,-3.208,-3.130,-3.062,,-2.687
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.875,-3.653,-3.596,-3.518,-3.450,,-3.075
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.990,-3.993,-3.936,-3.858,-3.790,,-3.415
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.000,-4.026,-3.969,-3.891,-3.823,,-3.448
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.125,-4.433,-4.375,-4.297,-4.229,,-3.854
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.250,-4.601,-4.558,-4.511,-4.439,,-4.064
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.300,-4.710,-4.666,-4.619,-4.547,,-4.172
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.375,-4.940,-4.896,-4.850,-4.778,,-4.403
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.450,-5.103,-5.059,-5.012,-4.940,,-4.565
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.500,-5.238,-5.194,-5.147,-5.075,,-4.700
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.550,-5.369,-5.325,-5.278,-5.206,,-4.831
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.625,-5.555,-5.511,-5.464,-5.393,,-5.018
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.750,-5.614,-5.497,-5.372,-5.264,,-4.889
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.875,-5.862,-5.745,-5.620,-5.512,,-5.137
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.990,-6.057,-5.941,-5.816,-5.707,,-5.332
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.000,-6.796,-6.679,-6.554,-6.446,,-6.071
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.125,-6.325,-6.208,-6.083,-5.975,,-5.600
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.250,-6.476,-6.432,-6.385,-6.344,,-5.969
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.375,-6.734,-6.690,-6.644,-6.603,,-6.228
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.500,-6.980,-6.937,-6.890,-6.849,,-6.474
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.250,1.934,2.090,2.246,2.403,,2.778
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.375,1.385,1.541,1.697,1.853,,2.228
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.500,0.834,0.991,1.147,1.303,,1.678
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.625,0.287,0.444,0.600,0.756,,1.131
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.750,-0.208,-0.052,0.104,0.260,,0.635
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.875,-0.546,-0.389,-0.233,-0.077,,0.298
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.000,-0.883,-0.727,-0.571,-0.415,,-0.040
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.125,-1.220,-1.064,-0.908,-0.751,,-0.376
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.250,-1.544,-1.388,-1.231,-1.075,,-0.700
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.375,-1.566,-1.410,-1.254,-1.098,,-0.723
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.500,-1.589,-1.432,-1.276,-1.120,,-0.745
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.625,-1.609,-1.452,-1.296,-1.140,,-0.765
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.750,-1.614,-1.458,-1.302,-1.146,,-0.771
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.875,-1.915,-1.758,-1.602,-1.446,,-1.071
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),4.000,-2.215,-2.059,-1.903,-1.747,,-1.372
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),4.125,-2.509,-2.353,-2.197,-2.041,,-1.666
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),4.250,-2.787,-2.631,-2.474,-2.318,,-1.943
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.250,-0.119,-0.077,0.001,0.100,,0.475
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.375,-0.559,-0.518,-0.440,-0.341,,0.034
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.500,-0.988,-0.947,-0.869,-0.770,,-0.395
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.625,-1.454,-1.412,-1.334,-1.235,,-0.860
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.750,-2.460,-2.403,-2.325,-2.257,,-1.882
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.875,-2.848,-2.791,-2.713,-2.645,,-2.270
