Publication Effective Date: 07/25/2017 09:02:19 AM

Ratesheet Name,Product,Rate,15 Days Lock,30 Days Lock,45 Days Lock,60 Days Lock,75 Days Lock,90 Days Lock
Dallas Wholesale - Borrower Paid,Conforming Fixed 15 (CF15),4.500,-5.348,-5.263,-5.177,-5.085,,-4.710
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.250,2.726,2.796,2.871,2.941,,3.316
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.375,1.800,1.870,1.945,2.015,,2.390
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.450,1.308,1.379,1.454,1.524,,1.899
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.500,0.907,0.977,1.052,1.123,,1.498
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.550,0.587,0.657,0.732,0.802,,1.177
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.625,0.059,0.129,0.204,0.274,,0.649
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.700,-0.408,-0.337,-0.262,-0.192,,0.183
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.750,-0.677,-0.607,-0.532,-0.461,,-0.086
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.800,-0.949,-0.879,-0.804,-0.733,,-0.358
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.875,-1.316,-1.246,-1.171,-1.101,,-0.726
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.950,-1.696,-1.625,-1.550,-1.480,,-1.105
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),3.990,-1.862,-1.792,-1.717,-1.647,,-1.272
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.000,-1.940,-1.846,-1.746,-1.652,,-1.277
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.050,-2.191,-2.097,-1.997,-1.904,,-1.529
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.125,-2.587,-2.493,-2.393,-2.299,,-1.924
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.200,-2.939,-2.845,-2.745,-2.651,,-2.276
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.250,-3.163,-3.069,-2.969,-2.875,,-2.500
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.300,-3.389,-3.295,-3.195,-3.101,,-2.726
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.375,-3.732,-3.638,-3.538,-3.444,,-3.069
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.450,-4.054,-3.960,-3.860,-3.766,,-3.391
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.500,-4.191,-4.105,-4.014,-3.928,,-3.553
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.550,-4.411,-4.325,-4.234,-4.148,,-3.773
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.625,-4.753,-4.667,-4.575,-4.489,,-4.114
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.700,-5.068,-4.982,-4.891,-4.805,,-4.430
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.750,-5.269,-5.183,-5.091,-5.005,,-4.630
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.800,-5.471,-5.385,-5.293,-5.207,,-4.832
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.875,-5.772,-5.687,-5.595,-5.509,,-5.134
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.950,-6.062,-5.976,-5.885,-5.799,,-5.424
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),4.990,-6.172,-6.087,-5.995,-5.909,,-5.534
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.000,-6.149,-6.063,-5.971,-5.885,,-5.510
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.050,-6.249,-6.194,-6.136,-6.081,,-5.706
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.125,-6.590,-6.535,-6.477,-6.422,,-6.047
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.200,-6.944,-6.889,-6.831,-6.776,,-6.401
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.250,-7.109,-7.054,-6.996,-6.941,,-6.566
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.300,-7.279,-7.224,-7.165,-7.111,,-6.736
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.375,-7.496,-7.442,-7.383,-7.329,,-6.954
Dallas Wholesale - Borrower Paid,Conforming Fixed 30 (CF30),5.500,-7.828,-7.813,-7.796,-7.781,,-7.406
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),2.750,-0.011,0.067,0.151,0.229,,0.604
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),2.875,-0.373,-0.295,-0.212,-0.134,,0.241
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),2.990,-0.684,-0.606,-0.523,-0.445,,-0.070
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.000,-0.721,-0.642,-0.575,-0.508,,-0.133
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.125,-1.100,-1.037,-0.975,-0.908,,-0.533
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.250,-1.873,-1.826,-1.776,-1.729,,-1.354
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.375,-2.175,-2.129,-2.079,-2.032,,-1.657
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.500,-2.532,-2.462,-2.391,-2.317,,-1.942
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.625,-2.920,-2.850,-2.779,-2.704,,-2.329
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.750,-3.341,-3.271,-3.201,-3.126,,-2.751
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.875,-3.705,-3.635,-3.564,-3.489,,-3.114
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),3.990,-4.018,-3.948,-3.878,-3.803,,-3.428
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.000,-3.872,-3.801,-3.731,-3.656,,-3.281
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.125,-4.224,-4.138,-4.052,-3.960,,-3.585
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.250,-4.604,-4.519,-4.433,-4.341,,-3.966
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.375,-4.940,-4.855,-4.769,-4.677,,-4.302
Dallas Wholesale - Borrower Paid,Conforming Fixed 10 (CF10),4.500,-5.242,-5.156,-5.070,-4.978,,-4.603
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.250,0.718,0.788,0.863,0.934,,1.309
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.375,-0.003,0.067,0.142,0.212,,0.587
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.500,-0.769,-0.699,-0.624,-0.554,,-0.179
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.625,-1.425,-1.354,-1.279,-1.209,,-0.834
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.750,-2.059,-1.988,-1.913,-1.843,,-1.468
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.875,-2.623,-2.552,-2.477,-2.407,,-2.032
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),3.990,-3.034,-2.964,-2.889,-2.818,,-2.443
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.000,-3.082,-3.012,-2.937,-2.867,,-2.492
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.125,-3.286,-3.192,-3.092,-2.998,,-2.623
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.250,-3.876,-3.782,-3.682,-3.589,,-3.214
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.375,-4.431,-4.337,-4.237,-4.144,,-3.769
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.500,-4.934,-4.848,-4.756,-4.670,,-4.295
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.625,-5.520,-5.434,-5.342,-5.256,,-4.881
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.750,-6.058,-5.972,-5.881,-5.795,,-5.420
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.875,-6.548,-6.462,-6.370,-6.284,,-5.909
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),4.990,-6.882,-6.796,-6.705,-6.619,,-6.244
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),5.000,-6.862,-6.776,-6.685,-6.599,,-6.224
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),5.125,-6.745,-6.690,-6.632,-6.577,,-6.202
Dallas Wholesale - Borrower Paid,Conforming Fixed 20 (CF20),5.250,-7.178,-7.123,-7.065,-7.010,,-6.635
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),2.875,2.442,2.598,2.755,2.911,,3.286
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.000,1.976,2.132,2.288,2.445,,2.820
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.125,1.509,1.666,1.822,1.978,,2.353
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.250,1.085,1.242,1.398,1.554,,1.929
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.375,0.668,0.824,0.980,1.136,,1.511
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.500,0.231,0.387,0.544,0.700,,1.075
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.625,-0.198,-0.041,0.115,0.271,,0.646
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.750,-0.630,-0.474,-0.317,-0.161,,0.214
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.875,-1.065,-0.909,-0.753,-0.597,,-0.222
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),3.990,-1.448,-1.292,-1.136,-0.980,,-0.605
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.125,-1.813,-1.657,-1.501,-1.344,,-0.969
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.250,-2.187,-2.031,-1.875,-1.718,,-1.343
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.375,-2.568,-2.411,-2.255,-2.099,,-1.724
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.500,-2.952,-2.796,-2.640,-2.483,,-2.108
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.625,-3.339,-3.183,-3.026,-2.870,,-2.495
Dallas Wholesale - Borrower Paid,Conforming 10/1 LIBOR ARM (CL10),4.750,-3.563,-3.407,-3.250,-3.094,,-2.719
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),2.750,1.293,1.449,1.605,1.761,,2.136
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),2.875,0.879,1.035,1.191,1.348,,1.723
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),2.990,0.465,0.621,0.777,0.934,,1.309
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.125,0.054,0.210,0.367,0.523,,0.898
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.250,-0.340,-0.184,-0.027,0.129,,0.504
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.375,-0.735,-0.578,-0.422,-0.266,,0.109
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.500,-1.150,-0.993,-0.837,-0.681,,-0.306
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.625,-1.565,-1.408,-1.252,-1.096,,-0.721
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.750,-1.848,-1.692,-1.536,-1.379,,-1.004
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.875,-2.132,-1.976,-1.819,-1.663,,-1.288
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),3.990,-2.446,-2.289,-2.133,-1.977,,-1.602
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.125,-2.744,-2.588,-2.432,-2.276,,-1.901
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.250,-2.891,-2.735,-2.578,-2.422,,-2.047
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.375,-3.036,-2.879,-2.723,-2.567,,-2.192
Dallas Wholesale - Borrower Paid,Conforming 7/1 LIBOR ARM (CL7),4.500,-3.259,-3.103,-2.946,-2.790,,-2.415
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.500,1.326,1.482,1.638,1.795,,2.170
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.625,0.990,1.146,1.302,1.458,,1.833
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.750,0.589,0.745,0.901,1.058,,1.433
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.875,0.192,0.348,0.504,0.660,,1.035
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),2.990,-0.127,0.029,0.186,0.342,,0.717
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.125,-0.444,-0.288,-0.131,0.025,,0.400
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.250,-0.794,-0.638,-0.482,-0.326,,0.049
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.375,-1.147,-0.991,-0.835,-0.678,,-0.303
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.500,-1.481,-1.325,-1.169,-1.012,,-0.637
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.625,-1.806,-1.650,-1.494,-1.337,,-0.962
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.750,-1.988,-1.831,-1.675,-1.519,,-1.144
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),3.875,-2.172,-2.015,-1.859,-1.703,,-1.328
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),4.000,-2.383,-2.227,-2.071,-1.914,,-1.539
Dallas Wholesale - Borrower Paid,Conforming 5/1 LIBOR ARM (CL5),4.125,-2.585,-2.429,-2.272,-2.116,,-1.741
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.375,3.229,3.385,3.542,3.698,,4.073
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.500,2.993,3.149,3.306,3.462,,3.837
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.625,2.757,2.913,3.070,3.226,,3.601
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.750,2.432,2.589,2.745,2.901,,3.276
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.875,2.111,2.267,2.424,2.580,,2.955
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),2.990,1.893,2.049,2.205,2.362,,2.737
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.125,1.674,1.831,1.987,2.143,,2.518
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.250,1.461,1.617,1.773,1.929,,2.304
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.375,1.247,1.403,1.560,1.716,,2.091
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.500,0.977,1.134,1.290,1.446,,1.821
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.625,0.708,0.864,1.021,1.177,,1.552
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.750,0.497,0.654,0.810,0.966,,1.341
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),3.875,0.287,0.443,0.599,0.755,,1.130
Dallas Wholesale - Borrower Paid,Conforming 3/1 LIBOR ARM (CL3),4.000,0.250,0.406,0.563,0.719,,1.094
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),2.750,-0.601,-0.523,-0.439,-0.361,,0.014
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),2.875,-1.002,-0.924,-0.841,-0.763,,-0.388
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),2.990,-1.371,-1.293,-1.209,-1.131,,-0.756
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.000,-1.403,-1.325,-1.242,-1.163,,-0.788
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.125,-1.803,-1.725,-1.642,-1.563,,-1.188
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.250,-2.277,-2.230,-2.180,-2.133,,-1.758
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.375,-2.665,-2.618,-2.568,-2.521,,-2.146
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.500,-3.042,-2.995,-2.945,-2.899,,-2.524
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.625,-3.411,-3.364,-3.314,-3.267,,-2.892
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.750,-3.530,-3.483,-3.433,-3.386,,-3.011
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.875,-3.902,-3.855,-3.805,-3.758,,-3.383
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),3.990,-4.215,-4.168,-4.118,-4.071,,-3.696
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.000,-4.241,-4.194,-4.144,-4.097,,-3.722
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.125,-4.556,-4.509,-4.459,-4.412,,-4.037
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.250,-2.561,-2.530,-2.497,-2.466,,-2.091
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.375,-2.865,-2.833,-2.800,-2.769,,-2.394
Dallas Wholesale - Borrower Paid,FHA Fixed 15 (FF15),4.500,-3.153,-3.122,-3.089,-3.057,,-2.682
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.250,-0.896,-0.837,-0.775,-0.721,,-0.346
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.375,-1.335,-1.277,-1.214,-1.160,,-0.785
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.500,-1.763,-1.705,-1.642,-1.588,,-1.213
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.625,-2.223,-2.165,-2.103,-2.048,,-1.673
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.750,-3.236,-3.170,-3.100,-3.039,,-2.664
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.875,-3.623,-3.557,-3.487,-3.426,,-3.051
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),3.990,-3.962,-3.897,-3.826,-3.765,,-3.390
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.000,-3.995,-3.930,-3.859,-3.798,,-3.423
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.125,-4.398,-4.333,-4.262,-4.201,,-3.826
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.250,-4.568,-4.517,-4.462,-4.415,,-4.040
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.300,-4.675,-4.624,-4.570,-4.522,,-4.147
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.375,-4.904,-4.853,-4.798,-4.750,,-4.375
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.450,-5.065,-5.014,-4.959,-4.912,,-4.537
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.500,-5.200,-5.149,-5.094,-5.047,,-4.672
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.550,-5.328,-5.277,-5.223,-5.175,,-4.800
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.625,-5.511,-5.460,-5.406,-5.358,,-4.983
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.750,-5.504,-5.416,-5.323,-5.241,,-4.866
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.875,-5.749,-5.662,-5.568,-5.487,,-5.112
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),4.990,-5.944,-5.856,-5.763,-5.681,,-5.306
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.000,-6.714,-6.626,-6.533,-6.451,,-6.076
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.125,-6.213,-6.126,-6.032,-5.951,,-5.576
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.250,-6.615,-6.564,-6.509,-6.462,,-6.087
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.375,-6.873,-6.821,-6.767,-6.719,,-6.344
Dallas Wholesale - Borrower Paid,FHA Fixed 30 (FF30),5.500,-7.118,-7.067,-7.012,-6.965,,-6.590
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.250,2.085,2.241,2.397,2.553,,2.928
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.375,1.535,1.692,1.848,2.004,,2.379
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.500,0.987,1.144,1.300,1.456,,1.831
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.625,0.442,0.599,0.755,0.911,,1.286
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.750,-0.053,0.103,0.260,0.416,,0.791
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),2.875,-0.390,-0.234,-0.078,0.079,,0.454
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.000,-0.727,-0.571,-0.414,-0.258,,0.117
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.125,-1.063,-0.907,-0.751,-0.594,,-0.219
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.250,-1.386,-1.230,-1.074,-0.917,,-0.542
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.375,-1.409,-1.252,-1.096,-0.940,,-0.565
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.500,-1.431,-1.274,-1.118,-0.962,,-0.587
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.625,-1.450,-1.294,-1.137,-0.981,,-0.606
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.750,-1.457,-1.300,-1.144,-0.988,,-0.613
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),3.875,-1.757,-1.601,-1.444,-1.288,,-0.913
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),4.000,-2.055,-1.898,-1.742,-1.586,,-1.211
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),4.125,-2.346,-2.190,-2.034,-1.878,,-1.503
Dallas Wholesale - Borrower Paid,FHA 5/1 CMT ARM (FT5),4.250,-2.624,-2.468,-2.312,-2.155,,-1.780
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.250,-0.091,-0.032,0.030,0.084,,0.459
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.375,-0.530,-0.472,-0.409,-0.355,,0.020
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.500,-0.958,-0.900,-0.837,-0.783,,-0.408
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.625,-1.418,-1.360,-1.298,-1.243,,-0.868
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.750,-2.431,-2.365,-2.295,-2.234,,-1.859
Dallas Wholesale - Borrower Paid,USDA Rural Housing Fixed 30 (USDAF30),3.875,-2.818,-2.752,-2.682,-2.621,,-2.246
